problem,cost_function,qubits,layers,entanglement,seed,test_accuracy,summary_path,image_path
crown,weighted_fidelity_chi,2,6,not_entangled,30,0.93950000,weighted_fidelity_chi/crown/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,4,6,entangled,30,0.93275000,weighted_fidelity_chi/crown/4_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/4_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,4,6,not_entangled,30,0.95400000,weighted_fidelity_chi/crown/4_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/4_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
crown,fidelity_chi,1,8,not_entangled,30,0.91450000,fidelity_chi/crown/1_qubits/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/crown/1_qubits/8_layers/L-BFGS-B/appendix_seed_30.png
crown,fidelity_chi,2,8,entangled,30,0.94275000,fidelity_chi/crown/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/crown/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
crown,fidelity_chi,2,8,not_entangled,30,0.92600000,fidelity_chi/crown/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/crown/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,1,8,not_entangled,30,0.92500000,weighted_fidelity_chi/crown/1_qubits/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/1_qubits/8_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,2,8,entangled,30,0.93225000,weighted_fidelity_chi/crown/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,2,8,not_entangled,30,0.94500000,weighted_fidelity_chi/crown/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,4,8,entangled,30,0.93550000,weighted_fidelity_chi/crown/4_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/4_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,4,8,not_entangled,30,0.96100000,weighted_fidelity_chi/crown/4_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/4_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
crown,fidelity_chi,1,10,not_entangled,30,0.90200000,fidelity_chi/crown/1_qubits/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/crown/1_qubits/10_layers/L-BFGS-B/appendix_seed_30.png
crown,fidelity_chi,2,10,entangled,30,0.90650000,fidelity_chi/crown/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/crown/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
crown,fidelity_chi,2,10,not_entangled,30,0.92400000,fidelity_chi/crown/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/crown/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,1,10,not_entangled,30,0.91800000,weighted_fidelity_chi/crown/1_qubits/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/1_qubits/10_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,2,10,entangled,30,0.92775000,weighted_fidelity_chi/crown/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,2,10,not_entangled,30,0.95100000,weighted_fidelity_chi/crown/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,4,10,entangled,30,0.92525000,weighted_fidelity_chi/crown/4_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/4_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
crown,weighted_fidelity_chi,4,10,not_entangled,30,0.96100000,weighted_fidelity_chi/crown/4_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/crown/4_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,1,1,not_entangled,30,0.52700000,fidelity_chi/sphere/1_qubits/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/1_qubits/1_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,1,not_entangled,30,0.69625000,fidelity_chi/sphere/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,1,1,not_entangled,30,0.52850000,weighted_fidelity_chi/sphere/1_qubits/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/1_qubits/1_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,1,not_entangled,30,0.70125000,weighted_fidelity_chi/sphere/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,1,not_entangled,30,0.70300000,weighted_fidelity_chi/sphere/4_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,1,2,not_entangled,30,0.76625000,fidelity_chi/sphere/1_qubits/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/1_qubits/2_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,2,entangled,30,0.52700000,fidelity_chi/sphere/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,2,not_entangled,30,0.73300000,fidelity_chi/sphere/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,1,2,not_entangled,30,0.77950000,weighted_fidelity_chi/sphere/1_qubits/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/1_qubits/2_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,2,entangled,30,0.95675000,weighted_fidelity_chi/sphere/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,2,not_entangled,30,0.93725000,weighted_fidelity_chi/sphere/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,2,entangled,30,0.96175000,weighted_fidelity_chi/sphere/4_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,2,not_entangled,30,0.95925000,weighted_fidelity_chi/sphere/4_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,1,3,not_entangled,30,0.75875000,fidelity_chi/sphere/1_qubits/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/1_qubits/3_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,3,entangled,30,0.76625000,fidelity_chi/sphere/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,3,not_entangled,30,0.73700000,fidelity_chi/sphere/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,1,3,not_entangled,30,0.78075000,weighted_fidelity_chi/sphere/1_qubits/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/1_qubits/3_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,3,entangled,30,0.94275000,weighted_fidelity_chi/sphere/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,3,not_entangled,30,0.91850000,weighted_fidelity_chi/sphere/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,3,entangled,30,0.95500000,weighted_fidelity_chi/sphere/4_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,3,not_entangled,30,0.94675000,weighted_fidelity_chi/sphere/4_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,1,4,not_entangled,30,0.83750000,fidelity_chi/sphere/1_qubits/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/1_qubits/4_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,4,entangled,30,0.77425000,fidelity_chi/sphere/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,4,not_entangled,30,0.78525000,fidelity_chi/sphere/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,1,4,not_entangled,30,0.88600000,weighted_fidelity_chi/sphere/1_qubits/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/1_qubits/4_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,4,entangled,30,0.94875000,weighted_fidelity_chi/sphere/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,4,not_entangled,30,0.92300000,weighted_fidelity_chi/sphere/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,4,entangled,30,0.94075000,weighted_fidelity_chi/sphere/4_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,4,not_entangled,30,0.95300000,weighted_fidelity_chi/sphere/4_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,1,5,not_entangled,30,0.86625000,fidelity_chi/sphere/1_qubits/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/1_qubits/5_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,5,entangled,30,0.77400000,fidelity_chi/sphere/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,5,not_entangled,30,0.85325000,fidelity_chi/sphere/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,1,5,not_entangled,30,0.89850000,weighted_fidelity_chi/sphere/1_qubits/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/1_qubits/5_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,5,entangled,30,0.94075000,weighted_fidelity_chi/sphere/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,5,not_entangled,30,0.93625000,weighted_fidelity_chi/sphere/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,5,entangled,30,0.93700000,weighted_fidelity_chi/sphere/4_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,5,not_entangled,30,0.94250000,weighted_fidelity_chi/sphere/4_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,1,6,not_entangled,30,0.89525000,fidelity_chi/sphere/1_qubits/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/1_qubits/6_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,6,entangled,30,0.88275000,fidelity_chi/sphere/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,6,not_entangled,30,0.87125000,fidelity_chi/sphere/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,1,6,not_entangled,30,0.91950000,weighted_fidelity_chi/sphere/1_qubits/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/1_qubits/6_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,6,entangled,30,0.92850000,weighted_fidelity_chi/sphere/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,6,not_entangled,30,0.94200000,weighted_fidelity_chi/sphere/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,6,entangled,30,0.94150000,weighted_fidelity_chi/sphere/4_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,6,not_entangled,30,0.92925000,weighted_fidelity_chi/sphere/4_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,1,8,not_entangled,30,0.88825000,fidelity_chi/sphere/1_qubits/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/1_qubits/8_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,8,entangled,30,0.89650000,fidelity_chi/sphere/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,8,not_entangled,30,0.88450000,fidelity_chi/sphere/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,1,8,not_entangled,30,0.93725000,weighted_fidelity_chi/sphere/1_qubits/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/1_qubits/8_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,8,entangled,30,0.94200000,weighted_fidelity_chi/sphere/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,8,not_entangled,30,0.90800000,weighted_fidelity_chi/sphere/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,8,entangled,30,0.93100000,weighted_fidelity_chi/sphere/4_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,8,not_entangled,30,0.93875000,weighted_fidelity_chi/sphere/4_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,1,10,not_entangled,30,0.92550000,fidelity_chi/sphere/1_qubits/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/1_qubits/10_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,10,entangled,30,0.89625000,fidelity_chi/sphere/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
sphere,fidelity_chi,2,10,not_entangled,30,0.90675000,fidelity_chi/sphere/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/sphere/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,1,10,not_entangled,30,0.92600000,weighted_fidelity_chi/sphere/1_qubits/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/1_qubits/10_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,10,entangled,30,0.92150000,weighted_fidelity_chi/sphere/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,2,10,not_entangled,30,0.93975000,weighted_fidelity_chi/sphere/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,10,entangled,30,0.91775000,weighted_fidelity_chi/sphere/4_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
sphere,weighted_fidelity_chi,4,10,not_entangled,30,0.92200000,weighted_fidelity_chi/sphere/4_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/sphere/4_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,1,1,not_entangled,30,0.58250000,fidelity_chi/squares/1_qubits/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/1_qubits/1_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,1,not_entangled,30,0.48425000,fidelity_chi/squares/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,1,1,not_entangled,30,0.70525000,weighted_fidelity_chi/squares/1_qubits/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/1_qubits/1_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,1,not_entangled,30,0.91600000,weighted_fidelity_chi/squares/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,1,not_entangled,30,0.89625000,weighted_fidelity_chi/squares/4_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,1,2,not_entangled,30,0.76425000,fidelity_chi/squares/1_qubits/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/1_qubits/2_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,2,entangled,30,0.95700000,fidelity_chi/squares/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,2,not_entangled,30,0.96325000,fidelity_chi/squares/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,1,2,not_entangled,30,0.74200000,weighted_fidelity_chi/squares/1_qubits/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/1_qubits/2_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,2,entangled,30,0.93825000,weighted_fidelity_chi/squares/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,2,not_entangled,30,0.91425000,weighted_fidelity_chi/squares/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,2,entangled,30,0.94700000,weighted_fidelity_chi/squares/4_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,2,not_entangled,30,0.94500000,weighted_fidelity_chi/squares/4_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,1,3,not_entangled,30,0.90125000,fidelity_chi/squares/1_qubits/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/1_qubits/3_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,3,entangled,30,0.98325000,fidelity_chi/squares/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,3,not_entangled,30,0.93225000,fidelity_chi/squares/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,1,3,not_entangled,30,0.90200000,weighted_fidelity_chi/squares/1_qubits/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/1_qubits/3_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,3,entangled,30,0.95250000,weighted_fidelity_chi/squares/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,3,not_entangled,30,0.94125000,weighted_fidelity_chi/squares/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,3,entangled,30,0.94850000,weighted_fidelity_chi/squares/4_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,3,not_entangled,30,0.95250000,weighted_fidelity_chi/squares/4_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,1,4,not_entangled,30,0.89300000,fidelity_chi/squares/1_qubits/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/1_qubits/4_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,4,entangled,30,0.95500000,fidelity_chi/squares/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,4,not_entangled,30,0.98125000,fidelity_chi/squares/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30.png
