problem,cost_function,qubits,layers,entanglement,seed,test_accuracy,summary_path,image_path
squares,weighted_fidelity_chi,1,4,not_entangled,30,0.88150000,weighted_fidelity_chi/squares/1_qubits/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/1_qubits/4_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,4,entangled,30,0.94725000,weighted_fidelity_chi/squares/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,4,not_entangled,30,0.94625000,weighted_fidelity_chi/squares/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,4,entangled,30,0.94525000,weighted_fidelity_chi/squares/4_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,4,not_entangled,30,0.95150000,weighted_fidelity_chi/squares/4_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,1,5,not_entangled,30,0.90625000,fidelity_chi/squares/1_qubits/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/1_qubits/5_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,5,entangled,30,0.98575000,fidelity_chi/squares/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,5,not_entangled,30,0.98175000,fidelity_chi/squares/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,1,5,not_entangled,30,0.88800000,weighted_fidelity_chi/squares/1_qubits/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/1_qubits/5_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,5,entangled,30,0.93600000,weighted_fidelity_chi/squares/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,5,not_entangled,30,0.94400000,weighted_fidelity_chi/squares/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,5,entangled,30,0.94250000,weighted_fidelity_chi/squares/4_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,5,not_entangled,30,0.94900000,weighted_fidelity_chi/squares/4_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,1,6,not_entangled,30,0.91700000,fidelity_chi/squares/1_qubits/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/1_qubits/6_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,6,entangled,30,0.94375000,fidelity_chi/squares/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,6,not_entangled,30,0.98450000,fidelity_chi/squares/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,1,6,not_entangled,30,0.93325000,weighted_fidelity_chi/squares/1_qubits/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/1_qubits/6_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,6,entangled,30,0.94575000,weighted_fidelity_chi/squares/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,6,not_entangled,30,0.93750000,weighted_fidelity_chi/squares/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,6,entangled,30,0.94250000,weighted_fidelity_chi/squares/4_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,6,not_entangled,30,0.93925000,weighted_fidelity_chi/squares/4_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,1,8,not_entangled,30,0.94025000,fidelity_chi/squares/1_qubits/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/1_qubits/8_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,8,entangled,30,0.93825000,fidelity_chi/squares/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,8,not_entangled,30,0.98050000,fidelity_chi/squares/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,1,8,not_entangled,30,0.92750000,weighted_fidelity_chi/squares/1_qubits/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/1_qubits/8_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,8,entangled,30,0.94700000,weighted_fidelity_chi/squares/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,8,not_entangled,30,0.94025000,weighted_fidelity_chi/squares/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,8,entangled,30,0.93900000,weighted_fidelity_chi/squares/4_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,8,not_entangled,30,0.95325000,weighted_fidelity_chi/squares/4_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,1,10,not_entangled,30,0.94625000,fidelity_chi/squares/1_qubits/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/1_qubits/10_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,10,entangled,30,0.92825000,fidelity_chi/squares/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
squares,fidelity_chi,2,10,not_entangled,30,0.96975000,fidelity_chi/squares/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/squares/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,1,10,not_entangled,30,0.94175000,weighted_fidelity_chi/squares/1_qubits/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/1_qubits/10_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,10,entangled,30,0.93825000,weighted_fidelity_chi/squares/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,2,10,not_entangled,30,0.93125000,weighted_fidelity_chi/squares/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,10,entangled,30,0.93350000,weighted_fidelity_chi/squares/4_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
squares,weighted_fidelity_chi,4,10,not_entangled,30,0.93900000,weighted_fidelity_chi/squares/4_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/squares/4_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,1,1,not_entangled,30,0.70375000,fidelity_chi/wavy_lines/1_qubits/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/1_qubits/1_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,1,not_entangled,30,0.52200000,fidelity_chi/wavy_lines/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,1,1,not_entangled,30,0.75700000,weighted_fidelity_chi/wavy_lines/1_qubits/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/1_qubits/1_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,1,not_entangled,30,0.75400000,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,1,not_entangled,30,0.88875000,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/1_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,1,2,not_entangled,30,0.85675000,fidelity_chi/wavy_lines/1_qubits/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/1_qubits/2_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,2,entangled,30,0.80000000,fidelity_chi/wavy_lines/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,2,not_entangled,30,0.75250000,fidelity_chi/wavy_lines/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,1,2,not_entangled,30,0.84100000,weighted_fidelity_chi/wavy_lines/1_qubits/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/1_qubits/2_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,2,entangled,30,0.87950000,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,2,not_entangled,30,0.88625000,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,2,entangled,30,0.91925000,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/2_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,2,not_entangled,30,0.91350000,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/2_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,1,3,not_entangled,30,0.74200000,fidelity_chi/wavy_lines/1_qubits/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/1_qubits/3_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,3,entangled,30,0.84475000,fidelity_chi/wavy_lines/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,3,not_entangled,30,0.84525000,fidelity_chi/wavy_lines/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,1,3,not_entangled,30,0.83950000,weighted_fidelity_chi/wavy_lines/1_qubits/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/1_qubits/3_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,3,entangled,30,0.90675000,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,3,not_entangled,30,0.91725000,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,3,entangled,30,0.91350000,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/3_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,3,not_entangled,30,0.91925000,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/3_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,1,4,not_entangled,30,0.79925000,fidelity_chi/wavy_lines/1_qubits/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/1_qubits/4_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,4,entangled,30,0.86800000,fidelity_chi/wavy_lines/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,4,not_entangled,30,0.85250000,fidelity_chi/wavy_lines/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,1,4,not_entangled,30,0.87475000,weighted_fidelity_chi/wavy_lines/1_qubits/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/1_qubits/4_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,4,entangled,30,0.93150000,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,4,not_entangled,30,0.90325000,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,4,entangled,30,0.92950000,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/4_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,4,not_entangled,30,0.92250000,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/4_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,1,5,not_entangled,30,0.84575000,fidelity_chi/wavy_lines/1_qubits/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/1_qubits/5_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,5,entangled,30,0.87950000,fidelity_chi/wavy_lines/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,5,not_entangled,30,0.89650000,fidelity_chi/wavy_lines/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,1,5,not_entangled,30,0.86875000,weighted_fidelity_chi/wavy_lines/1_qubits/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/1_qubits/5_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,5,entangled,30,0.92675000,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,5,not_entangled,30,0.91700000,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,5,entangled,30,0.93325000,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/5_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,5,not_entangled,30,0.92650000,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/5_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,1,6,not_entangled,30,0.91775000,fidelity_chi/wavy_lines/1_qubits/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/1_qubits/6_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,6,entangled,30,0.91200000,fidelity_chi/wavy_lines/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,6,not_entangled,30,0.92100000,fidelity_chi/wavy_lines/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,1,6,not_entangled,30,0.86375000,weighted_fidelity_chi/wavy_lines/1_qubits/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/1_qubits/6_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,6,entangled,30,0.93650000,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,6,not_entangled,30,0.93000000,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,6,entangled,30,0.92925000,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/6_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,6,not_entangled,30,0.92850000,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/6_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,1,8,not_entangled,30,0.89075000,fidelity_chi/wavy_lines/1_qubits/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/1_qubits/8_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,8,entangled,30,0.91325000,fidelity_chi/wavy_lines/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,8,not_entangled,30,0.90775000,fidelity_chi/wavy_lines/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,1,8,not_entangled,30,0.91575000,weighted_fidelity_chi/wavy_lines/1_qubits/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/1_qubits/8_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,8,entangled,30,0.93125000,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,8,not_entangled,30,0.92550000,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,8,entangled,30,0.93900000,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/8_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,8,not_entangled,30,0.92750000,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/8_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,1,10,not_entangled,30,0.92400000,fidelity_chi/wavy_lines/1_qubits/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/1_qubits/10_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,10,entangled,30,0.92850000,fidelity_chi/wavy_lines/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,fidelity_chi,2,10,not_entangled,30,0.91125000,fidelity_chi/wavy_lines/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,fidelity_chi/wavy_lines/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,1,10,not_entangled,30,0.89975000,weighted_fidelity_chi/wavy_lines/1_qubits/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/1_qubits/10_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,10,entangled,30,0.92800000,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,2,10,not_entangled,30,0.92700000,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/2_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,10,entangled,30,0.93350000,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/entangled/10_layers/L-BFGS-B/appendix_seed_30.png
wavy lines,weighted_fidelity_chi,4,10,not_entangled,30,0.92625000,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30_summary.txt,weighted_fidelity_chi/wavy_lines/4_qubits/not_entangled/10_layers/L-BFGS-B/appendix_seed_30.png
