campaign_id,model_id,model_code,training_seed,repeat_index,repeat_number,rng_bit_generator,rng_entropy,rng_state_words,method_id,policy,nominal_shots,checkpoint,checkpoint_sha256,exact_accuracy,n_points,accuracy,exact_label_flip_rate,mean_shots,median_shots,p90_shots,p95_shots,stop_fraction_128,stop_fraction_512,stop_fraction_2048,cap_hit,cap_hit_fraction,total_shots,alpha,cp_tail_probability
l4-base-seed-32-repeat-037,l4-base,0,32,37,38,PCG64,2026:4:0:32:37,490331411:634554833:351383908:1662154303,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.798,0.012,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-037,l4-base,0,32,37,38,PCG64,2026:4:0:32:37,490331411:634554833:351383908:1662154303,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.799,0.005,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-037,l4-base,0,32,37,38,PCG64,2026:4:0:32:37,490331411:634554833:351383908:1662154303,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.799,0.005,329.984,128.0,512.0,2048.0,0.818,0.096,0.086,46,0.046,329984,0.05,0.008333333333333333
l4-base-seed-32-repeat-038,l4-base,0,32,38,39,PCG64,2026:4:0:32:38,1149260436:3100444183:2333430476:3619955505,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.796,0.032,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-038,l4-base,0,32,38,39,PCG64,2026:4:0:32:38,1149260436:3100444183:2333430476:3619955505,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.797,0.015,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-038,l4-base,0,32,38,39,PCG64,2026:4:0:32:38,1149260436:3100444183:2333430476:3619955505,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.796,0.008,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-038,l4-base,0,32,38,39,PCG64,2026:4:0:32:38,1149260436:3100444183:2333430476:3619955505,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.796,0.008,326.528,128.0,512.0,2048.0,0.819,0.097,0.084,47,0.047,326528,0.05,0.008333333333333333
l4-base-seed-32-repeat-039,l4-base,0,32,39,40,PCG64,2026:4:0:32:39,1207591190:392768698:1901426895:2237802388,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.794,0.03,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-039,l4-base,0,32,39,40,PCG64,2026:4:0:32:39,1207591190:392768698:1901426895:2237802388,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.797,0.015,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-039,l4-base,0,32,39,40,PCG64,2026:4:0:32:39,1207591190:392768698:1901426895:2237802388,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.798,0.004,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-039,l4-base,0,32,39,40,PCG64,2026:4:0:32:39,1207591190:392768698:1901426895:2237802388,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.798,0.004,326.528,128.0,512.0,2048.0,0.823,0.092,0.085,43,0.043,326528,0.05,0.008333333333333333
l4-base-seed-32-repeat-040,l4-base,0,32,40,41,PCG64,2026:4:0:32:40,3343126814:2105841776:4281497498:1266853197,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.794,0.028,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-040,l4-base,0,32,40,41,PCG64,2026:4:0:32:40,3343126814:2105841776:4281497498:1266853197,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.796,0.012,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-040,l4-base,0,32,40,41,PCG64,2026:4:0:32:40,3343126814:2105841776:4281497498:1266853197,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.799,0.007,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-040,l4-base,0,32,40,41,PCG64,2026:4:0:32:40,3343126814:2105841776:4281497498:1266853197,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.799,0.007,334.208,128.0,512.0,2048.0,0.823,0.087,0.09,38,0.038,334208,0.05,0.008333333333333333
l4-base-seed-32-repeat-041,l4-base,0,32,41,42,PCG64,2026:4:0:32:41,3840831516:610723461:3546393289:1355900677,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.796,0.032,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-041,l4-base,0,32,41,42,PCG64,2026:4:0:32:41,3840831516:610723461:3546393289:1355900677,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.795,0.011,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-041,l4-base,0,32,41,42,PCG64,2026:4:0:32:41,3840831516:610723461:3546393289:1355900677,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.8,0.004,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-041,l4-base,0,32,41,42,PCG64,2026:4:0:32:41,3840831516:610723461:3546393289:1355900677,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.8,0.004,326.144,128.0,512.0,2048.0,0.82,0.096,0.084,40,0.04,326144,0.05,0.008333333333333333
l4-base-seed-32-repeat-042,l4-base,0,32,42,43,PCG64,2026:4:0:32:42,1207857585:3741607220:1079355209:2465387154,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.793,0.031,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-042,l4-base,0,32,42,43,PCG64,2026:4:0:32:42,1207857585:3741607220:1079355209:2465387154,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.794,0.012,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-042,l4-base,0,32,42,43,PCG64,2026:4:0:32:42,1207857585:3741607220:1079355209:2465387154,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.798,0.008,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-042,l4-base,0,32,42,43,PCG64,2026:4:0:32:42,1207857585:3741607220:1079355209:2465387154,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.798,0.008,323.072,128.0,512.0,2048.0,0.828,0.088,0.084,40,0.04,323072,0.05,0.008333333333333333
l4-base-seed-32-repeat-043,l4-base,0,32,43,44,PCG64,2026:4:0:32:43,3001763004:2806327069:3822001841:1899130911,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.799,0.029,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-043,l4-base,0,32,43,44,PCG64,2026:4:0:32:43,3001763004:2806327069:3822001841:1899130911,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.799,0.017,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-043,l4-base,0,32,43,44,PCG64,2026:4:0:32:43,3001763004:2806327069:3822001841:1899130911,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.795,0.007,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-043,l4-base,0,32,43,44,PCG64,2026:4:0:32:43,3001763004:2806327069:3822001841:1899130911,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.795,0.007,331.136,128.0,512.0,2048.0,0.815,0.099,0.086,46,0.046,331136,0.05,0.008333333333333333
l4-base-seed-32-repeat-044,l4-base,0,32,44,45,PCG64,2026:4:0:32:44,2460564873:2996994074:16510360:1806376881,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.795,0.029,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-044,l4-base,0,32,44,45,PCG64,2026:4:0:32:44,2460564873:2996994074:16510360:1806376881,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.795,0.015,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-044,l4-base,0,32,44,45,PCG64,2026:4:0:32:44,2460564873:2996994074:16510360:1806376881,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.798,0.004,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-044,l4-base,0,32,44,45,PCG64,2026:4:0:32:44,2460564873:2996994074:16510360:1806376881,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.798,0.004,326.912,128.0,512.0,2048.0,0.822,0.093,0.085,45,0.045,326912,0.05,0.008333333333333333
l4-base-seed-32-repeat-045,l4-base,0,32,45,46,PCG64,2026:4:0:32:45,512233839:1477632343:1465424049:2170237537,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.795,0.029,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-045,l4-base,0,32,45,46,PCG64,2026:4:0:32:45,512233839:1477632343:1465424049:2170237537,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.799,0.009,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-045,l4-base,0,32,45,46,PCG64,2026:4:0:32:45,512233839:1477632343:1465424049:2170237537,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.8,0.006,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-045,l4-base,0,32,45,46,PCG64,2026:4:0:32:45,512233839:1477632343:1465424049:2170237537,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.8,0.006,318.08,128.0,512.0,2048.0,0.821,0.1,0.079,40,0.04,318080,0.05,0.008333333333333333
l4-base-seed-32-repeat-046,l4-base,0,32,46,47,PCG64,2026:4:0:32:46,3172410348:3683493553:2788726618:254691365,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.795,0.027,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-046,l4-base,0,32,46,47,PCG64,2026:4:0:32:46,3172410348:3683493553:2788726618:254691365,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.799,0.017,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-046,l4-base,0,32,46,47,PCG64,2026:4:0:32:46,3172410348:3683493553:2788726618:254691365,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.797,0.009,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-046,l4-base,0,32,46,47,PCG64,2026:4:0:32:46,3172410348:3683493553:2788726618:254691365,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.797,0.009,325.76,128.0,512.0,2048.0,0.825,0.09,0.085,39,0.039,325760,0.05,0.008333333333333333
l4-base-seed-32-repeat-047,l4-base,0,32,47,48,PCG64,2026:4:0:32:47,2890740954:420414065:736910544:1452516858,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.798,0.034,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-047,l4-base,0,32,47,48,PCG64,2026:4:0:32:47,2890740954:420414065:736910544:1452516858,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.794,0.016,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-047,l4-base,0,32,47,48,PCG64,2026:4:0:32:47,2890740954:420414065:736910544:1452516858,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.802,0.006,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-047,l4-base,0,32,47,48,PCG64,2026:4:0:32:47,2890740954:420414065:736910544:1452516858,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.802,0.006,337.28,128.0,512.0,2048.0,0.823,0.085,0.092,42,0.042,337280,0.05,0.008333333333333333
l4-base-seed-32-repeat-048,l4-base,0,32,48,49,PCG64,2026:4:0:32:48,1354243939:1247313876:841350549:328813064,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.792,0.036,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-048,l4-base,0,32,48,49,PCG64,2026:4:0:32:48,1354243939:1247313876:841350549:328813064,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.794,0.016,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-048,l4-base,0,32,48,49,PCG64,2026:4:0:32:48,1354243939:1247313876:841350549:328813064,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.794,0.006,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-048,l4-base,0,32,48,49,PCG64,2026:4:0:32:48,1354243939:1247313876:841350549:328813064,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.794,0.006,322.688,128.0,512.0,2048.0,0.825,0.092,0.083,47,0.047,322688,0.05,0.008333333333333333
l4-base-seed-32-repeat-049,l4-base,0,32,49,50,PCG64,2026:4:0:32:49,4028513749:3739979055:1464798527:2501366968,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.791,0.021,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-049,l4-base,0,32,49,50,PCG64,2026:4:0:32:49,4028513749:3739979055:1464798527:2501366968,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.798,0.018,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-32-repeat-049,l4-base,0,32,49,50,PCG64,2026:4:0:32:49,4028513749:3739979055:1464798527:2501366968,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.802,0.008,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-32-repeat-049,l4-base,0,32,49,50,PCG64,2026:4:0:32:49,4028513749:3739979055:1464798527:2501366968,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.802,0.008,324.992,128.0,512.0,2048.0,0.815,0.103,0.082,41,0.041,324992,0.05,0.008333333333333333
l4-base-seed-32-repeat-050,l4-base,0,32,50,51,PCG64,2026:4:0:32:50,1642973345:146139187:1388526992:1126993335,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.804,0.028,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-32-repeat-050,l4-base,0,32,50,51,PCG64,2026:4:0:32:50,1642973345:146139187:1388526992:1126993335,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-32/20260728T115950.999802Z-49d8a88f18/checkpoint.npz,3b44636da4af463139e059f378615b23dca9f0eb80a88932778b1ad961ffaedc,0.798,1000,0.799,0.013,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
