campaign_id,model_id,model_code,training_seed,repeat_index,repeat_number,rng_bit_generator,rng_entropy,rng_state_words,method_id,policy,nominal_shots,checkpoint,checkpoint_sha256,exact_accuracy,n_points,accuracy,exact_label_flip_rate,mean_shots,median_shots,p90_shots,p95_shots,stop_fraction_128,stop_fraction_512,stop_fraction_2048,cap_hit,cap_hit_fraction,total_shots,alpha,cp_tail_probability
l4-base-seed-30-repeat-000,l4-base,0,30,0,1,PCG64,2026:4:0:30:0,1666557117:2841964317:2574538966:1997696782,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.025,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-000,l4-base,0,30,0,1,PCG64,2026:4:0:30:0,1666557117:2841964317:2574538966:1997696782,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.846,0.011,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-000,l4-base,0,30,0,1,PCG64,2026:4:0:30:0,1666557117:2841964317:2574538966:1997696782,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.009,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-000,l4-base,0,30,0,1,PCG64,2026:4:0:30:0,1666557117:2841964317:2574538966:1997696782,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.009,307.712,128.0,512.0,2048.0,0.844,0.078,0.078,35,0.035,307712,0.05,0.008333333333333333
l4-base-seed-30-repeat-001,l4-base,0,30,1,2,PCG64,2026:4:0:30:1,3891468001:280113439:1805110150:1010253255,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.849,0.026,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-001,l4-base,0,30,1,2,PCG64,2026:4:0:30:1,3891468001:280113439:1805110150:1010253255,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.849,0.012,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-001,l4-base,0,30,1,2,PCG64,2026:4:0:30:1,3891468001:280113439:1805110150:1010253255,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.011,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-001,l4-base,0,30,1,2,PCG64,2026:4:0:30:1,3891468001:280113439:1805110150:1010253255,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.011,311.552,128.0,512.0,2048.0,0.842,0.078,0.08,40,0.04,311552,0.05,0.008333333333333333
l4-base-seed-30-repeat-002,l4-base,0,30,2,3,PCG64,2026:4:0:30:2,3680284751:59560861:3678892201:1854355431,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.856,0.027,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-002,l4-base,0,30,2,3,PCG64,2026:4:0:30:2,3680284751:59560861:3678892201:1854355431,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.856,0.013,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-002,l4-base,0,30,2,3,PCG64,2026:4:0:30:2,3680284751:59560861:3678892201:1854355431,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.851,0.01,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-002,l4-base,0,30,2,3,PCG64,2026:4:0:30:2,3680284751:59560861:3678892201:1854355431,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.851,0.01,315.776,128.0,512.0,2048.0,0.839,0.079,0.082,37,0.037,315776,0.05,0.008333333333333333
l4-base-seed-30-repeat-003,l4-base,0,30,3,4,PCG64,2026:4:0:30:3,696033223:638542386:399124349:1046385927,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.849,0.028,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-003,l4-base,0,30,3,4,PCG64,2026:4:0:30:3,696033223:638542386:399124349:1046385927,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.855,0.012,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-003,l4-base,0,30,3,4,PCG64,2026:4:0:30:3,696033223:638542386:399124349:1046385927,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.854,0.005,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-003,l4-base,0,30,3,4,PCG64,2026:4:0:30:3,696033223:638542386:399124349:1046385927,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.854,0.005,294.656,128.0,512.0,2048.0,0.85,0.079,0.071,29,0.029,294656,0.05,0.008333333333333333
l4-base-seed-30-repeat-004,l4-base,0,30,4,5,PCG64,2026:4:0:30:4,3992493445:524914417:1857058445:3214959243,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.849,0.024,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-004,l4-base,0,30,4,5,PCG64,2026:4:0:30:4,3992493445:524914417:1857058445:3214959243,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.854,0.013,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-004,l4-base,0,30,4,5,PCG64,2026:4:0:30:4,3992493445:524914417:1857058445:3214959243,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.009,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-004,l4-base,0,30,4,5,PCG64,2026:4:0:30:4,3992493445:524914417:1857058445:3214959243,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.009,305.408,128.0,512.0,2048.0,0.846,0.077,0.077,36,0.036,305408,0.05,0.008333333333333333
l4-base-seed-30-repeat-005,l4-base,0,30,5,6,PCG64,2026:4:0:30:5,889179863:1953653166:3635886766:1355868834,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.023,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-005,l4-base,0,30,5,6,PCG64,2026:4:0:30:5,889179863:1953653166:3635886766:1355868834,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.851,0.018,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-005,l4-base,0,30,5,6,PCG64,2026:4:0:30:5,889179863:1953653166:3635886766:1355868834,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.854,0.011,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-005,l4-base,0,30,5,6,PCG64,2026:4:0:30:5,889179863:1953653166:3635886766:1355868834,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.854,0.011,301.568,128.0,512.0,2048.0,0.84,0.087,0.073,35,0.035,301568,0.05,0.008333333333333333
l4-base-seed-30-repeat-006,l4-base,0,30,6,7,PCG64,2026:4:0:30:6,252929654:77316959:4260235295:212448769,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.849,0.026,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-006,l4-base,0,30,6,7,PCG64,2026:4:0:30:6,252929654:77316959:4260235295:212448769,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.849,0.014,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-006,l4-base,0,30,6,7,PCG64,2026:4:0:30:6,252929654:77316959:4260235295:212448769,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.848,0.005,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-006,l4-base,0,30,6,7,PCG64,2026:4:0:30:6,252929654:77316959:4260235295:212448769,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.848,0.005,288.128,128.0,512.0,2048.0,0.851,0.082,0.067,37,0.037,288128,0.05,0.008333333333333333
l4-base-seed-30-repeat-007,l4-base,0,30,7,8,PCG64,2026:4:0:30:7,3399098091:3752868619:3974591016:581760393,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.844,0.025,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-007,l4-base,0,30,7,8,PCG64,2026:4:0:30:7,3399098091:3752868619:3974591016:581760393,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.851,0.012,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-007,l4-base,0,30,7,8,PCG64,2026:4:0:30:7,3399098091:3752868619:3974591016:581760393,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.857,0.008,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-007,l4-base,0,30,7,8,PCG64,2026:4:0:30:7,3399098091:3752868619:3974591016:581760393,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.857,0.008,316.544,128.0,512.0,2048.0,0.837,0.081,0.082,33,0.033,316544,0.05,0.008333333333333333
l4-base-seed-30-repeat-008,l4-base,0,30,8,9,PCG64,2026:4:0:30:8,3389480093:1883855583:1837465305:3298622428,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.852,0.029,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-008,l4-base,0,30,8,9,PCG64,2026:4:0:30:8,3389480093:1883855583:1837465305:3298622428,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.849,0.014,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-008,l4-base,0,30,8,9,PCG64,2026:4:0:30:8,3389480093:1883855583:1837465305:3298622428,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.851,0.004,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-008,l4-base,0,30,8,9,PCG64,2026:4:0:30:8,3389480093:1883855583:1837465305:3298622428,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.851,0.004,303.872,128.0,512.0,2048.0,0.846,0.078,0.076,38,0.038,303872,0.05,0.008333333333333333
l4-base-seed-30-repeat-009,l4-base,0,30,9,10,PCG64,2026:4:0:30:9,3671502209:578062456:821212890:644276561,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.855,0.03,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-009,l4-base,0,30,9,10,PCG64,2026:4:0:30:9,3671502209:578062456:821212890:644276561,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.852,0.013,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-009,l4-base,0,30,9,10,PCG64,2026:4:0:30:9,3671502209:578062456:821212890:644276561,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.009,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-009,l4-base,0,30,9,10,PCG64,2026:4:0:30:9,3671502209:578062456:821212890:644276561,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.009,295.04,128.0,512.0,2048.0,0.845,0.085,0.07,37,0.037,295040,0.05,0.008333333333333333
l4-base-seed-30-repeat-010,l4-base,0,30,10,11,PCG64,2026:4:0:30:10,2642936659:3097296299:2400603629:810162709,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.852,0.023,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-010,l4-base,0,30,10,11,PCG64,2026:4:0:30:10,2642936659:3097296299:2400603629:810162709,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.011,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-010,l4-base,0,30,10,11,PCG64,2026:4:0:30:10,2642936659:3097296299:2400603629:810162709,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.849,0.006,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-010,l4-base,0,30,10,11,PCG64,2026:4:0:30:10,2642936659:3097296299:2400603629:810162709,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.848,0.007,307.712,128.0,512.0,2048.0,0.836,0.088,0.076,30,0.03,307712,0.05,0.008333333333333333
l4-base-seed-30-repeat-011,l4-base,0,30,11,12,PCG64,2026:4:0:30:11,2352627338:4133558541:1173755900:245946458,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.842,0.025,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-011,l4-base,0,30,11,12,PCG64,2026:4:0:30:11,2352627338:4133558541:1173755900:245946458,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.853,0.008,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-011,l4-base,0,30,11,12,PCG64,2026:4:0:30:11,2352627338:4133558541:1173755900:245946458,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.005,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-011,l4-base,0,30,11,12,PCG64,2026:4:0:30:11,2352627338:4133558541:1173755900:245946458,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.85,0.005,298.112,128.0,512.0,2048.0,0.845,0.083,0.072,35,0.035,298112,0.05,0.008333333333333333
l4-base-seed-30-repeat-012,l4-base,0,30,12,13,PCG64,2026:4:0:30:12,2420027535:3147798547:3956950277:741173322,fixed-128,fixed,128,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.852,0.025,128.0,128.0,128.0,128.0,1.0,0.0,0.0,0,0.0,128000,,
l4-base-seed-30-repeat-012,l4-base,0,30,12,13,PCG64,2026:4:0:30:12,2420027535:3147798547:3956950277:741173322,fixed-512,fixed,512,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.849,0.01,512.0,512.0,512.0,512.0,0.0,1.0,0.0,0,0.0,512000,,
l4-base-seed-30-repeat-012,l4-base,0,30,12,13,PCG64,2026:4:0:30:12,2420027535:3147798547:3956950277:741173322,fixed-2048,fixed,2048,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.851,0.006,2048.0,2048.0,2048.0,2048.0,0.0,0.0,1.0,0,0.0,2048000,,
l4-base-seed-30-repeat-012,l4-base,0,30,12,13,PCG64,2026:4:0:30:12,2420027535:3147798547:3956950277:741173322,adaptive,clopper-pearson-sequential,,/Users/kuroneko/Documents/课程/Homework/量子/QS_project/results/raw/M1/1q-l4-paper_squared/seed-30/20260728T115856.037957Z-3f5107c4eb/checkpoint.npz,9eda0340bb887554338544c46552eedeaa2970151f7c2d48e4a36e2d47c76f33,0.851,1000,0.851,0.006,299.264,128.0,512.0,2048.0,0.846,0.081,0.073,33,0.033,299264,0.05,0.008333333333333333
